category,key,values
Toothbrush,Firmness,"['Extra Soft Bristle', 'Medium', 'Soft', 'Ultra Soft', 'Extra Soft Bristles', 'Soft', 'Soft', 'Soft Bristles', 'Medium', 'Ultra Soft Bristles', 'Medium', 'Soft', 'Ultra Soft Bristles', 'Medium', 'Medium', 'Medium', 'Soft', 'Soft Bristles', 'Soft', 'Medium Bristles', 'Medium', 'Extra Soft', 'Extra Soft Bristles', 'Soft Bristle', 'Medium Bristles', 'Medium', 'Soft', 'Soft Toothbrush', 'Soft Fibre Bristles', 'Soft', 'Extra Soft Bristles', 'Soft', 'Extra Soft 7', 'Ultra Soft', 'Soft', 'Ultra Soft', 'Extra Soft', 'Soft', 'Soft', 'Medium', 'Soft Bristles', 'Extra Soft', 'Soft', 'Medium', 'Medium', 'Extra Soft', 'Soft Bristles', 'Extra Soft Bristle', 'Extra Soft', 'Soft', 'Ultra Soft', 'Soft Bristles', 'Soft', 'Soft Bristle', '40 S (Soft)', 'Extra Soft', 'Soft', 'Soft', 'Soft Bristles', 'Ultra Soft', 'Soft', 'Soft Fibre Bristles', 'Medium', 'Supersoft Bristles', 'Medium Soft', 'Soft', 'Medium Soft']"
Toothbrush,Pack size,"['2 Count', '4 Pack', '1 Count', '1 Unit', '4 Pack', 'Pack of 4', '2 Count', '4 Pack', 'Card of 12', '1 Count', '5 Pack', '6 Count', '2 Pack', '6 Count', '5pk', '4 Count', '3 Count (Pack of 1)', '1 Count (Pack of 6)', '4 Count', '12', '6 Count', '6 Count', '2 ea (Pack of 3)', '2 Count', '1 Count', '1 Count', '4pcs', '3', '1 Count', '4 Count (Pack of 3)', '20 Count', 'Duo Pack', '4 Count', 'Pack of 8', '2ct', '2 Count', 'Gift Set of 4 Brushes', '8 Pieces', 'Pack of 4', 'Pack of 3', '100 Count', 'One', '3 pack', '1 Count', '1 Count', '3 Brush Heads', '1 Each (Pack of 2)', '1 Count', '2 Count', '6 Brushes', '2 pk', '2 PCS', '1 ea', '1 Count', '3 Pack', '10', 'pack of 3', '1 count', '4 PCS', '4 Count', '8 Pack', '2 count', '2 Count (Pack of 2) Total 4 Toothbrushes', '1 Count', '6-Pack', '2 Count', '8 count', '2 Count', '2 Brush Heads', '1 Count', '1 Count', '1-Pack', 'Twin Pack', 'Pack of 6', '4 Brushes', '2 Count', '3- Pack', '1 Count', '10 PCS', '3 Toothbrushes', '1 Count', '1 Count', '3 Pack', '4 Count', '2 pack', 'Pack of 6', '100 Toothbrushes Lot Wholesale', '2 Count', 'Dozen', '100 Pack']"
Toothbrush,Operation mode,"['Sonic Electric', 'Electric', 'Powered', 'Sonic', 'Electric', 'electric', 'Electric', 'Electric', 'electric', 'Electric', 'Electric', 'Electric Toothbrush', 'Manual', 'Electric', 'Electric', 'Sonic Electric', 'Electric', 'Sonic Electric', 'Electric', 'Manual', 'Manual', 'Manual', 'Electric', 'manual', 'Sonic Electric', 'Sonic Electric', 'Electric', 'Electric', 'Sonic', 'Electric', 'Powered', 'Manual', 'Powered', 'Manual', 'Manual', 'Manual', 'Electric', 'Electric', 'Electric', 'electric', 'Manual', 'Manual', 'Electric', 'Electric', 'Electric', 'Electric', 'Electric', 'Electric', 'Electric', 'Manual', 'Electric']"
Toothbrush,Power source,"['Rechargeable', 'Rechargeable', 'Powered', 'Rechargeable', 'rechargeable', 'Powerup Battery', 'Rechargeable', 'Battery Powered', 'Rechargeable', 'Power Rechargeable', 'Rechargeable', 'Rechargeable Power', 'Battery Powered', 'Rechargeable', 'Rechargeable', 'Rechargeable', 'Rechargeable', 'Rechargeable', 'Rechargeable', 'Electronic Power Rechargeable Battery', 'Battery Power', 'Rechargeable', 'Electric', 'Battery', 'Battery Powered', 'Battery Operated', 'Rechargeable', 'rechargeable', 'Rechargeable Battery', 'Rechargeable', 'Battery', 'Sonic Battery Power', 'Power', 'Rechargeable', 'Rechargeable']"
Toothbrush,Size,"['Small', 'Full Head', 'Full Head', 'Full Head', 'Compact Head', 'Full Size', 'Compact', 'Full Head', 'Compact', 'Full']"
Toothbrush,Animal,"['for Dogs', 'Small Breeds', 'for Dogs', 'dog mouth care', 'Toothbrush and Toothpaste Set for All Dogs', 'Pet Toothbrush']"
Toothbrush,Cap,"['Cover Cap', 'Travel Cap']"
Tea,Brand,"['REBBL', 'Magus Brands', 'Triple Leaf Tea', 'Celebration Herbals', ""Davidson's"", 'Rishi Tea', 'Cha4TEA', 'Taylors of Harrogate', 'The Republic of Tea', 'Allegro Tea', 'Traditional Medicinals', 'Tazo', 'THE CHAI COMPANY', 'Celestial Seasonings', 'Royal Phoenix', 'The Republic Of Tea', 'Taylors of Harrogate', 'Ahmad Tea', 'Oregon Chai', '5 Element Tea', 'Elevate Tea', 'Tazo', 'Stash', 'HERBAL CUP', 'Triple Leaf Tea', 'The Republic Of Tea', 'Harney & Sons', 'Steaz', 'Bigelow Tea', 'Gold Peak Tea', 'Crystal Light', 'Guayaki Yerba Mate', 'Traditional Medicinals', ""Newman's Own Organics"", 'Ito En', 'Traditional Medicinals', 'The Republic of Tea', 'Super Foods', ""Davidson's"", 'Traditional Medicinals', 'Stash Tea', 'Trim-Maxx', ""Nature's Guru"", 'TICK TOCK TEAS', 'Traditional Medicinals', 'Yogi', ""Yamang Bukid's"", 'Allegro Tea', 'Japanese Tea KIMIKURA', 'TAZO', 'Twinings of London', 'Honest Tea', 'CELEBRATION HERBALS', 'Celestial Seasonings', 'Bravo Tea', 'Yogi Tea', 'Bigelow Tea', 'Mighty Leaf', 'Zest Tea', 'Harney & Sons', 'Two Leaves and a Bud', 'Two Leaves and a Bud', 'Celestial Seasonings', 'Pukka', 'Bravo Tea', 'The Republic of Tea', 'Salem Botanicals', 'Allegro Tea', ""Davidson's"", 'Previously Solimo', 'Twinings of London', 'Traditional Medicinals', 'Art of Tea', 'Takaokaya', 'The Tea Company', 'Twinings of London', 'Celestial Seasonings', 'Celebration Herbals', 'Trader Joes', 'ASI', 'Traditional Medicinals', 'Herbalife', 'Bigelow', 'Twinings of London', 'Jinglong Tea Factory', 'Jade Leaf', 'Celestial Seasonings', 'Luzianne', ""Newman's Own"", 'Global Moringa', 'SoMo Tea', 'TWG Tea 1837', 'Crystal Light', 'Celestial Seasonings', 'Celestial Seasonings', 'Gold Kili', 'Buddha Teas', 'Imozai', 'Tejava', 'Cherie Sweet Heart', 'Dong Suh', ""Teas' Tea"", 'Lipton', 'Celestial Seasonings', 'Ito En', 'The Tao of Tea', 'Crystal Light', 'Twinings of London', 'Twinings of London', 'Rishi Tea', 'Rishi', 'Harney & Sons', 'Big Train', 'Arizona', 'Tea of a Kind', 'Stash', 'Positively Tea Company', 'Harney & Sons', 'Celestial Seasonings', 'Teavana', 'Celestial Seasonings', 'Lipton', 'Bigelow', 'Harney & Sons', 'Teavana', 'Rosamonte', 'Positively Tea Company', 'Celestial Seasonings', 'Yan Hou Tang', 'Yogi Tea', 'Rishi Tea', 'Edinburgh Tea & Coffee Company', 'The Republic Of Tea', 'Numi', 'Traditional Medicinals', 'Celestial Seasonings', 'Bigelow', 'Gts', 'Whittard', 'Numi']"
Tea,Flavor,"['Matcha Latte', 'English Breakfast', 'Aorashi', 'Jasmine', 'Chaste Tree Berries', 'Naturally Sweet', 'Sour Cherry', 'Cardamom Creme Brulee', 'Traditional Cretan', 'Lotus Blossom', 'Grizzly Chai Tea', 'The Tao of Tea', 'Spiced', 'Lemon & Ginger', 'Original Tea Latte', 'ENGLISH BREAKFAST', 'Earl Grey', 'Breakfast in Paris', 'TURMERIC GINGER & BLACK PEPPER TEA', 'Lemon Chiffon Cuppa Cake Tea', 'English Breakfast', 'Peach Mango', 'Salted Caramel', 'Extra Sweet', 'Peach Mango', 'Blackberry Mint', 'Lapsang Souchong', 'Reishi Mushroom', 'Green Tea', 'Sencha Shot', 'Gypsy Cold Care', 'Orange Ginger Mint', 'Raw Matcha', 'Breakfast in Paris', 'Cinnamon Stick', 'Masala Spice Chai', 'Earl Grey Rooibos Tea', 'Roasted Dandelion Root Tea', 'Naturally Spicy Sweet', 'Turmeric 10-in-1', 'Spicy Ginger', 'Just Green', 'Fireside Vanilla Spice', 'Original Version', 'Mango', 'Apple Cinnamon', 'Mulled Plum Cider', 'Alpine Berry', 'Assam Breakfast', 'Delicious Matcha Latte', 'Red Zinger', 'Oi Ocha', 'Turmeric Glow', 'Schisandra Berry', 'Kiwi Pear Tea', 'Splendid Oolong', 'Earl Grey Creme', 'Rose Chamomile Lavender', 'Pure Peppermint', 'Vermont Maple Ginger', 'Hojas de Guanabana Soursop Leaves', 'Original', 'English Breakfast', 'English Afternoon', 'Original', 'Fruit Tea Sampler', 'Original', '6 Flavor', 'Classic Tea Selection', 'Natural Flavor', 'True Blueberry', 'Sleepytime Mint', 'Ginger Beverage', 'Fennel Seed Tea', 'Natural Peach Flavor', 'Cafe Style Blend', ""Solomon's Seal Tea"", 'Country Peach Passion', 'Oi Ocha', 'Peach Mango', 'Irish Breakfast', 'Mixed Berry', 'Blueberry Hibiscus', 'Cinnamon Plum', 'Cocoa, Vanilla, and Brandy', 'Raspberry', 'Ginseng and Honey', 'Raspberry', 'Spicy Licorice Tea', 'Orange Blossom Special', 'Florence, Hazelnut', 'Fireside Vanilla Spice Tea', 'Youthberry Wild Orange Blossom', 'Spiced Espresso Chai Tea', 'Chamomile Mint', 'Wild Blueberry & Acai', 'Hot Cinnamon Spice', 'Chamomile and Notes of Citrus', 'Special Selection', 'Ti Kuan Yin', 'Sleepytime', 'English Breakfast Tea', 'Perfect Energy Raspberry Passion', 'Umami', 'Highland Blend Tea', 'Honey Mango', 'Smooth Move', 'Madagascar Vanilla', 'Classic', 'Watermelon Wonder', 'Earl Grey', 'Chocolate Pu-erh']"
Tea,Net content,"['12 oz', '40g', '20 Count', '24', '16-Ounce Bag', '12 Packets, 0.63 oz', '36', '20', '36', '0.5 oz', '16', '40', '946 ML', '24-Count', '50', '100 Count', '60', '10 oz', '3 Ounce', '20', '18 Count', '16', '20', '36', '20', '16 FL OZ', '1.73 oz', '18.5oz', '10-Packet Box', '12 Ounce', 'Makes 130+ Cups of Tea', '16 Count', '100', '6.4 Ounce', '16', '36-Count', '16 Ounce', '16 CT', 'Box of 100', '4.94 oz', '10 Count', '40 Count', '16', '96', '400g', '20 ct', '50g/1.7oz', '20', '20-Count', '59 Fl Oz', '24 Bag, 0.02 Pound', '20 Count', '20', '16 Count', '10g X 30', '20 ct', '100', '4 Oz', '4 oz', '15-Count Box', '100 Count', '25 Servings', '20 Count', '2 Liter', '2.65 oz', '20', '50-Count', '20 Count', '20 ct', '16-Ounce Bag', '24 Count', '20 Count', '16 Ct', '12', '64 Count Unit', '4oz', '20 Count', '20 Count', '24', '10', '35g', '3.6 OZ (102g)', '100 Count Box', '20 Count', '12.6 Ounce', '1.06 Ounce', '18 Count', '24 Count Box', '100', '30', '15 count', '12-Quart Canister', '20 Count', '20 count', '12.60 Ounce', '18', '100 Count', '16 oz', '50', '16.9 Ounce', '100ct Box', '16.9 Ounce', '1.5 Ounce Tins', '3.53 Ounces', '20 Count', '50 Count', '16 Oz', '2 oz', '56 Ounce', '16 Fl Oz', '192 Fl Oz', '20 ct', '16 Ounce', '4 Ounce', '20', '12 ct', '120', '50', '15', '2.2 lbs/1 kilo', '16 Ounce', '72 Count', '30 Servings', '16', '1.43 oz', '25 Count', '50', '16 Ounce Pouch', '16 Ct', '20 Count', '16 Fl Oz', '125g', '16 Ounce Pouch']"
Tea,Tea variety,"['Black Tea', 'Matcha', 'Green Tea', 'Honeybush', 'Matcha Green Herbal Tea', 'Oolong Tea', 'Black Tea', 'Green Matcha', 'Mountain tea', 'Green Tea', 'Green Tea', 'Oolong Tea', 'Black Tea', 'Herbal Tea', 'Herbalist Variety', 'Herbal Tea', 'BLACK TEA', 'Black Tea', 'Black Tea', 'Decadent Herbal Green Rooibos Tea', 'Black Tea', 'Iced Green Tea', 'Green Tea', 'Pine-Smoked Black Tea', 'Green Tea', 'Seasonal Tea', 'Green Tea', 'Hibiscus Flowers', 'Hibiscus', 'Black Tea', 'Herbal', 'Herbal Tea', 'Himalayan Green', 'Sakura Green Tea', 'Pure White Tea', 'Valerian Root Tea', 'Herbal Tea', 'Herbal Tea', 'Barley Tea', 'Green Tea', 'Spring Jasmine', 'Black Tea', 'Herbal Tea', 'Black Tea', 'Moringa', 'Herbal Tea', 'Bold Green Tea', 'Herbal Latte', 'Herbal Tea', 'Green', 'Green Tea', 'Pure Camomile Herbal Tea', ""Mother's Milk Women's Tea"", 'Black Tea', 'Green Sencha', 'Herbal Tea', 'Herbal Tea', 'Herbal Tea', 'Calendula Flower Herbal Tea', 'Green Tea', 'Yaupon Tea', 'Herbal Tea', 'Nettle Leaf Herbal', 'Herbal Tea', 'Black Tea', 'Black', 'Puerh Tea', 'Matcha Green Tea', 'Herbal Tea', 'Black Tea', 'Moringa Tea', 'Hot or Iced Herbal and Fruit Tea', 'Iced Tea', 'Herbal Tea', 'Herbal Tea', 'Black Tea', 'Black Tea', 'Green Tea', 'Golden Oolong Tea', 'Green Tea', 'Herbal Tea', 'Green Tea', 'Imperial White Tea', 'Green Tea', 'Premium Black Tea', 'Herbal Tea', 'Herbal Tea', 'Chai Tea Latte', 'Green Tea', 'Yerba Mate Tea', 'Oolong Tea', 'Black Tea', 'Green Tea', 'Green Tea', 'Herbal Tea', 'Yerba Mate Tea', 'Oolong Tea', 'Herbal Tea', 'Black Tea', 'Sencha', '100% White Tea', 'Herbal Teasan', 'Chamomile', 'Rooibos', 'Green Tea', 'Kombucha', 'Black Tea ']"
Tea,Item form,"['K-Cups', 'Bags', 'Bulk', 'Powder To-Go Travel Sticks', 'Pods', 'Teabags', 'Tea Bags', 'Powder', 'tea bags', 'Tea Bags', 'K-Cup Portion Pack', 'Loose Leaf', 'Tea Bags', 'Foil Enveloped Teabags', 'Mix', 'Loose Leaf Tea Blend', 'Tea Bags', 'Tea Bags', 'Tea Bags', 'Tea Bags', 'Sachets', 'tea bags', 'Bottles', 'Drink Mix', 'Cans', 'Leaves', 'Individually Wrapped Tea Bags', 'Tea Bags', 'Powder', 'Cut and Sifted', 'Tea Bags', 'Tea Bags', 'Single Serve On-the-Go Drink Packets', 'Bags', 'Bags', 'Tea Bags', 'Tea Bags', 'tea bags per box', 'Tea Bags', 'Tea Bags', 'Unbleached Teabags', 'Foil Wrapped Tea Pouches', 'Loose Leaf', 'Loose Leaf Tea', 'Tea Bags', 'Sachets', 'Powder', 'Bottle', 'Tea Bags', 'Tea Bags', 'Bulk', 'Tea Pods', 'Bags', 'Pyramid Tea Bag Sachets', 'TeaBags', 'Loose Leaf', 'Bags', 'Tea Bags', 'Infused Mints', 'Tea Bags', 'Concentrate', 'Bags', 'Tea Bags', 'Ripe Pu-erh Tea Cake', 'Powder', 'Specially Blended gallon Size Iced Tea Bags', 'Teabags', 'Tea Bags', 'Variety Pack, Gift Box Set…', 'Cotton Teabags', 'Drink Mix', 'Instant', 'Tea Bags', 'Individually Wrapped', '100% recyclable Single Serve Cups', 'Powder', 'Bags', 'Tea Bags', 'Loose Leaf', 'Drink Mix', 'Loose Tea Tin', 'Loose Leaf', 'Loose Leaf Tea', 'Powdered Instant Chai Tea Latte Mix', 'Loose Leaf', 'Tea Bags', 'Tea Blend', 'K-Cups', 'Teabags', 'Tea Bags', 'sachets', 'Loose Leaf', 'Single-Serve Keurig K-Cup Pods', 'Sachet', 'Tea Bags', 'Sachet Bags', 'Teabags', 'Tin', 'Loose Leaf', 'Traditional Teabags', 'Loose Leaf']"
Tea,Specialty,"['Premium Ceremonial Grade', 'Organic', 'Energy-Boosting', 'Gas Relief', '100% Natural Product', 'Organic', 'Authentic', 'Gourmet Tea Blend', 'Anti Stress and Anxiety to Calm Spirit, Promote Stress Relief, and Regulate Pulse', 'ORGANIC', 'Cholesterid', 'Organic Zero Calorie', 'Low Sugar with 15 Calories Per Can', 'Traditional', 'Organic', 'Zero Calories', 'Organic', 'Cardiovascular Support', ""Dieter's Tea"", 'Sweetened', 'Organic', 'Warming', 'Organic', 'Organic', 'Organic', 'Organic', 'Kidney Strong', 'Calming', 'Sugar Free', 'Organic', 'Natural & Healthy Traditional Black Coffee Substitute, Perfect for Keto', 'Organic', '137x ANTI-OXIDANTS,', 'Unsweetened Zero Calories', 'Organic', 'Kidney Support', 'Organic', 'Organic', 'Organic Tea', 'Teahouse Edition Premium First Harvest', 'Organics', 'Organic', 'Organic', 'Organic', 'Award-Winning Tea', 'Organic', 'Sugar Free, 0 Calories', 'Unsweetened', 'USDA Certified Organic/Fair Trade', 'Organic', 'Organic', 'Half Fermented', 'Antioxidants', 'Organic', 'Organic', 'Organic Tea']"
Tea,Country,"['Japan', 'South African', 'Greek', 'Chinese', 'Japanese', 'Japan ', 'Fujian Chinese', 'Indian', 'Authentic Japanese Origin', 'American Seller', 'Korean', 'Taiwan']"
Tea,Caffeine content,"['Decaffeinated', 'Highly Caffeinated', 'Decaf', 'Caffeine Level: High', '80mg Caffeine', 'Caffeine Free', 'Caffeine Free', 'Caffeine-Free', 'Caffeine Free', 'Caffeine Free', '150 mg Caffeine per Serving', 'Caffeine Free', 'Decaf', 'Caffeine Free', 'Caffeinated', 'Low and No Caffeine', 'Decaf', 'Caffeine-Free', 'Caffeinated', 'Caffeine 75g', 'Highly Caffeinated', 'Caffeine-Free']"
Tea,Pack size,"['Pack of 2', '2-pack', '2.5 Ounce', 'Pack of 1', 'Pack of 1', '2 pc', 'Pack of 6', 'Pack of 12', '1x', '12 Bottles', 'Pack of 12', 'Pack of 12', 'Pack of 5', 'Pack of 30', 'Pack of 6', 'Pack of 2', 'Pack of 4', '6 Pack', '2 Pack', 'Pack of 6', 'Pack Of 6', 'Pack of 6', 'Pack of 6', 'Pack of 1', 'Pack of 6', 'Pack of 4', 'Pack of 6', 'Pack of 6', 'Pack of 5', '1 Pack', 'Pack of 6', 'Pack of 6', 'Pack of 6', '24 Pack', 'Pack of 12', '2 Pack', 'Pack of 12', '5 Pitcher Packets', 'Pack of 6', 'Pack of 12', 'Pack Of 12', '2 Pack', 'Pack of 6', '1 pack', '1 Pack', 'Pack of 2', 'Pack of 6', '12 Pack']"
Tea,Machine type,"['Keurig K-Cup Brewers', 'Keurig K-Cup Brewers', 'Compatible with 2.0 K-Cup Brewers']"
Tea,Container type,"['Tin', 'Gift Box']"
Conditioner,Brand,"['BC BONACURE', 'Total Miracle 3 Minute Miracle', 'GRAVE BEFORE SHAVE', 'Barbie', 'Chris Christensen Ice on Ice', ""It's a 10 Haircare"", 'Sun Bum Curls & Waves Conditioner', 'John Frieda', 'Bumble and Bumble', 'AMERICAN CREW', 'Glop & Glam', 'Philip Kingsley Elasticizer', 'Shea Moisture', 'AG Hair', 'Avalon Organics', 'Curls', 'Aveda', 'Just For Men Control GX', 'Camille Rose', 'Hollywood Beauty', 'John Frieda', 'Babo Botanicals', 'Grisi Manzanilla Gold', 'OGX', 'Design Essentials', 'Renpure Originals', 'Light Mountain', 'Alikay Naturals', 'EBIN NEW YORK', 'Avyna Maschera Laluronico', 'Viking Revolution', 'Fairy Tales', 'Just for Me Curl Peace', 'Jane Carter Solution', 'GRAVE BEFORE SHAVE', 'Carols Daughter', 'Design Essentials', 'Maui Moisture', 'Detroit Grooming Co.', 'Fairy Tales', 'The Body Shop', 'Fresh Monster', 'ATTITUDE Super Leaves', 'Avlon KeraCare', 'Camille Rose Naturals Curl Love', 'Sulfur 8', 'Zenia Cassia Obovata (Neutral Henna)', 'African Pride Shea Miracle', 'Bumble and Bumble', 'Suave', ""L'Oreal Paris EverCurl"", 'Creme of Nature', 'KMS MOISTREPAIR', 'Cremo', 'Rene Furterer TRIPHASIC', 'milk_shake', ""Grave Before Shave Gentlemen's Blend"", 'Original Sprout', '2chic', 'Okay', 'Jane Carter Solution', 'DevaCurl One Condition', 'Shea Moisture', 'Grave Before Shave', 'HASK', 'Alba Botanica', 'Little Twig', 'KMS THERMASHAPE', 'Dove', 'Davines Dede', 'HASK COCONUT MONOI', 'Paul Mitchell Super Skinny', 'Avlon Keracare', 'Senscience', 'Briogeo Be Gentle, Be Kind', 'Paul Mitchell', ""Nature's Baby"", 'Cantu', 'Aveeno', 'Obagi Medical Professional-C', 'Paul Mitchell Awapuhi', 'John Frieda', 'Tea Tree', '3 Minute Miracle Moist', 'Alaffia EveryDay Shea', 'BioSilk Silk Therapy', 'No nothing', ""Carol's Daughter"", 'Taliah Waajid', 'RENPURE solutions', 'Beard Guyz', 'Design Essentials', 'DevaCurl One Condition', 'Ion', 'PHYTO Phytojoba', ""L'Oreal Paris EverStrong"", 'Oyin Handmade Hair Dew', 'Briogeo', 'Mielle', 'Surface Hair', 'AG Hair', 'RYO', ""Not Your Mother's Beach Babe"", 'Fanola', 'Aveda', 'Nioxin System 1', 'TBH', ""Trader Joe's"", 'Wet Brush', 'Pacifica', 'Camille Rose', 'Ion', 'Poj Shop', 'John Frieda', 'Wella Invigo Brilliance', ""It's a 10 Haircare"", 'ATTITUDE', 'Magic Beard Balm by Mountaineer Brand', 'Solutions by Great Clips', 'Alfaparf Milano Semi Di Lino', 'MIZANI', 'Maple Hill Naturals: Honest for Men', ""Not Your Mother's"", 'Sulfur 8', 'Living proof', 'BioSilk', 'Oliology', 'Aveda', 'Nioxin System 2', 'Serie Expert', 'Moroccanoil', 'YOUTHAIR', 'OGX']"
Conditioner,Benefit,"['Hyaluronic Moisture Kick', 'Hair Detangler', 'Detangling', 'Moisturizing Hair Treatment', 'Deepening', 'Hydrating', 'Deep-Conditioning Treatment', 'Conditioner', 'Volumizing', 'Damage Remedy', 'Grey Reducing', 'Miraculous Recovery', 'Moisturizing', 'Detangler', 'Hydrate & Defrizz', 'Moisturizing', 'Conditioner', 'Wig Shine', 'Strengthens & Softens', 'Lice Prevention', 'Replenishes', 'Untangle', 'Cleansing', 'Reconstructive', 'Thicken & Restore', 'Lice Prevention', 'Clearly Glossing', 'Detangler', 'Strenghtening', 'Natural Textures', 'Moisture', 'Anti-Dandruff', 'Moisturizer', 'While You Sleep Damage Repair', 'Hair Detangler Formula', 'Hydracharge', 'Strength & Shine', 'Softener', 'Detangling', 'Classic Hair Moisturizer', 'Shiny, Supple Hair', 'Helps Replenish Moisture And Elasticity For Healthy Strong Hair', 'Curls To Go', 'Conditioner', 'Strengthen/Grow and Restore', 'Smoothing Deep Conditioner Treatments', 'More Moisture', 'Quick Blow Dry', 'Hydrating', 'Nourishing', 'Deep Moisturizing', 'Nourishing', 'Detangler', 'Repair', 'Scalp Soothing', 'Visibly Brighter In-Shower Lightening Treatment', 'Moisturizes, Restores and Protects', 'Moisturizing', 'Detangling', 'Cleansing', 'Condition', 'cleansing', 'Invigorate', 'Detangling', 'Moisturizing', 'Thickening', 'Daily Quenching', 'Scalp Revival', 'Awaken', 'Colour Care Sterling Silver Mask Treatment', 'Damage Care', 'No Yellow', 'Scalp Therapy', 'Detangling Formula', 'Detangler', 'Nourishing', 'Renew', 'Reconstructor', 'Hair Root nutrients', 'Volumizing', 'Miracle Deep Conditioner plus Keratin', 'Volumizing', 'Conditioning', 'Detangles and Hydrates Hair', 'Nutritive', 'Strength Fusion', 'Curl Defining', 'Restore Repair', 'Silk Therapy', 'Helps Repair & Prevent Damage', 'Softening', 'Scalp Therapy', 'Absolut Repair', 'Smoothing', 'Natural Color Gradually', 'Detoxifying']"
Conditioner,Item form,"['Conditioner', 'Conditioner', 'Conditioner', 'Conditioner', 'Leave-In', 'Conditioner', 'Conditioner', 'Conditioner', 'Conditioner', 'Weightless Creme Rinse', 'Conditioner', 'Conditioner', 'Conditioner', 'Shampoo and Conditioner', 'Twisting Butter', 'Deep Conditioner', '6 Ounce', 'Conditioner', 'Shampoo', 'Conditioner', 'Deep Conditioner', 'Spray', 'Intensive Hiar Conditioner', 'Leave in Conditioner Wax', 'Shampoo', 'Conditioner', 'Conditioner', 'Conditioner', 'Conditioner', 'Balm', 'Hair Conditioner', 'Conditioner', 'Spray', 'Conditioner', 'Leave In Conditioner', 'Milk', 'Conditioner', 'Hair Conditioner', 'Masque', 'Spray', 'Leave-In Cream', 'Leave-In Conditioner', 'Conditioner', 'Conditioner', 'Incredible Milk', 'Butter', 'Leave-In Conditioner Spray', 'Conditioner', 'Leave In Conditioner', 'cocktail', 'Leave-in Conditioner', 'Care Pack', 'Conditioner', 'Conditioner', 'Spray', 'Conditioner', 'Conditioner', 'Deep Conditioner Treatments', 'Conditioner', 'Humecto Creme Conditioner', 'Conditioner', 'Conditioner', 'Conditioner', 'Conditioner', 'Cream', 'Oil Blend Shampoo', 'Cream Rinse Conditioner', 'Conditioner', 'Deep Conditioner', 'Conditioner', 'Conditioner', 'spray', 'Conditioner', 'Leave-in Conditioner', 'conditioner', 'Wash', 'Conditioner', 'Conditioner', 'Mask', 'Conditioner', 'Hair Lotion', 'Charcoal and Peppermint Oil Cooling Jelly Conditioner', 'Leave-in Condish', 'Mist', 'Conditioner', 'Butter Masque', 'Mask', 'Creme', 'Conditioner', 'Conditioner', 'Hair Mask', 'Hair Mask', 'Deep Conditioner', 'Treatment Packette', 'Lotion', 'Conditioner', 'Mask', 'Conditioner', 'Balm', 'Spray', 'Mask', 'Shampoo and Conditioner', 'Conditioner', 'Light Formula Conditioner', 'Leave-In Conditioner', 'Conditioner', 'Hair Mask', 'Leave-in Conditioner', 'Conditioner', 'Lipidium Masque', 'Conditioner', 'Creme', 'Conditioner']"
Conditioner,Volume,"['6.8-Ounce', '8.0 fl oz', '8oz', '16oz', '4 fl. oz', '10 oz', '8.3 Ounces', '8 Fl Oz', '33.8 Fl Oz', '5.07 oz', '13 Ounce', '6 Fl Oz', '11 Oz', '8 Oz', '6.7 Ounce', '5 Fluid Ounce', '8 fl oz', '20 oz', '150ml', '8.4 Ounce', '13 Ounces', '12oz', '32 Fluid Ounce', '4 oz (113 g)', '8 Ounce', '28.5 oz / 250m', '12 Fl. Oz', '12 oz', '8OZ', '12 Ounce', '32oz', '385ml', 'Double The Size', '8 Fl Oz', '8.4 Fl Oz', '8 Fluid Ounce', '16 oz', '8 Ounce', '7.25 Ounce', '200 grams', '12 Ounce (354ml)', '6.4 Fl Oz', '10 oz', '6.0 Fluid Ounce', '250 mL / 8.45 Fl Oz', '25.3 oz', '6 Fl Oz', '5 Fl Oz', '5.1 Fl Oz', '4 Ounces', '8.5 Ounce', '8oz', '12oz', '16 Ounce', '12 Oz', '17 fl oz', '6.7 oz', '40 Fl Oz', '8.45 Fl Oz', '33.8 Fl Oz', '16 Ounce', '16.89 Ounce', '12.5oz', '24 Fl Oz', '16 Fl Oz', '16 Ounce', '12 Fl Oz', '1 fl. oz', '1.15 Ounce', '33.8 fl. oz', '16 Fl Oz', '32 Oz', '12oz', '8.5 fl oz', '8 oz', '16 Fl Oz', '8 oz', '32 Ounces', '32oz', '5.29 oz', '8.5 Ounces', '8.4 Ounce', '8 Ounces', '12 Ounces', '4 Fl Oz', '5 Fl Oz', '500ml (16.9oz)', '10 Oz', '350ml', '8.5 oz', '16.9 oz', '12 oz', '8 Ounce', '6 Fl.Oz', '8 fl oz', '120Ml', '8.45 Ounces', '16.9 Ounce', '5 fl. oz.', '8 Fl. Oz.', '8oz', '16.9 Fl Oz', '5.10 Ounce', '16 Fl Oz', '4 Ounce', '4 Fl Oz', '1006ml/34oz', '6.7 Fl Oz', '33.8 Oz', '8.44 Ounce', '8.5 oz', '16oz/473ml', '13 Fl Oz']"
